Unnamed: 0,Player,height,weight,collage,born,birth_city,birth_state,height_m,bmi
748,Bob Allen,206.0,92.0,Marshall University,1946.0,,,2.06,21.67970591007635
749,Harry Barnes,190.0,92.0,Northeastern University,1945.0,,,1.9,25.48476454293629
750,Ed Biedenbach,185.0,79.0,North Carolina State University,1945.0,,,1.85,23.08254200146092
751,Tom Boerwinkle,213.0,120.0,University of Tennessee,1945.0,Cleveland,Ohio,2.13,26.44977848310521
752,Jay Carty,203.0,99.0,Oregon State University,1941.0,,,2.03,24.023878279016728
753,Don Chaney,196.0,95.0,University of Houston,1946.0,Baton Rouge,Louisiana,1.96,24.729279466888798
754,Dick Cunningham,208.0,111.0,Murray State University,1946.0,Canton,Ohio,2.08,25.656434911242602
755,Fred Foster,196.0,95.0,Miami University,1946.0,Springfield,Ohio,1.96,24.729279466888798
756,Pat Frink,193.0,88.0,University of Colorado,1945.0,,,1.93,23.624795296518027
757,Gary Gregor,201.0,102.0,University of South Carolina,1945.0,Charlestown,West Virginia,2.01,25.246899829212154
758,Al Hairston,185.0,77.0,Bowling Green State University,1945.0,,,1.85,22.498173849525198
759,Shaler Halimon,196.0,90.0,Utah State University,1945.0,Tampa,Florida,1.96,23.427738442315704
760,Skip Harlicka,185.0,83.0,University of South Carolina,1946.0,,,1.85,24.251278305332356
761,Art Harris,193.0,83.0,Stanford University,1947.0,,,1.93,22.28247738194314
762,Elvin Hayes*,206.0,106.0,University of Houston,1945.0,Rayville,Louisiana,2.06,24.97879159204449
763,Bill Hewitt,201.0,95.0,University of Southern California,1944.0,Cambridge,Massachusetts,2.01,23.514269448776027
764,Bill Hosket,203.0,102.0,Ohio State University,1946.0,Dayton,Ohio,2.03,24.75187459050208
765,Rich Johnson,201.0,95.0,Grambling State University,1946.0,,,2.01,23.514269448776027
766,Bob Kauffman,203.0,108.0,Guilford College,1946.0,Brooklyn,New York,2.03,26.20786721347279
767,Joe Kennedy,198.0,95.0,Duke University,1947.0,,,1.98,24.232221201918172
768,Rod Knowles,206.0,97.0,Davidson College,1946.0,,,2.06,22.857950796493544
769,Stu Lantz,190.0,79.0,University of Nebraska,1946.0,Uniontown,Pennsylvania,1.9,21.883656509695292
770,Don May,193.0,90.0,University of Dayton,1946.0,Dayton,Ohio,1.93,24.161722462347985
771,Otto Moore,211.0,92.0,University of Texas-Pan American,1946.0,Miami,Florida,2.11,20.664405561420455
772,Dave Newmark,213.0,108.0,Columbia University,1946.0,Brooklyn,New York,2.13,23.804800634794688
773,Rich Niemann,213.0,111.0,Saint Louis University,1946.0,St. Louis,Missouri,2.13,24.466045096872318
774,Barry Orms,190.0,86.0,Saint Louis University,1946.0,St. Louis,Missouri,1.9,23.822714681440445
775,Charlie Paulk,203.0,99.0,Northeastern State University,1946.0,Fitzgerald,Georgia,2.03,24.023878279016728
776,Loy Petersen,196.0,92.0,Oregon State University,1945.0,,,1.96,23.94835485214494
777,Bob Quick,196.0,97.0,Xavier University,1946.0,Thornton,Mississippi,1.96,25.249895876718035
778,Craig Raymond,211.0,106.0,Brigham Young University,1945.0,Aberdeen,Washington,2.11,23.80898901641922
779,Mike Riordan,193.0,90.0,Providence College,1945.0,New York,New York,1.93,24.161722462347985
780,Dale Schlueter,208.0,102.0,Colorado State University,1945.0,Tacoma,Washington,2.08,23.57618343195266
781,Doug Sims,201.0,88.0,Kent State University,1943.0,Elba,Alabama,2.01,21.7816390683399
782,Greg Smith,196.0,88.0,Western Kentucky University,1947.0,Princeton,Kentucky,1.96,22.907122032486466
783,John Trapp,201.0,95.0,"University of Nevada, Las Vegas",1945.0,Detroit,Michigan,2.01,23.514269448776027
784,Wes Unseld*,201.0,111.0,University of Louisville,1946.0,Louisville,Kentucky,2.01,27.474567461201463
785,Dwight Waller,198.0,99.0,Tennessee State University,1945.0,Brownsville,Tennessee,1.98,25.252525252525253
786,Cliff Williams,190.0,81.0,Bowling Green State University,1945.0,,,1.9,22.437673130193907
787,Ron Williams,190.0,85.0,West Virginia University,1944.0,Weirton,West Virginia,1.9,23.545706371191137
788,Sam Williams,190.0,81.0,University of Iowa,1945.0,,,1.9,22.437673130193907
789,Kareem Abdul-Jabbar*,218.0,102.0,"University of California, Los Angeles",1947.0,New York,New York,2.18,21.46283982829728
790,Lucius Allen,188.0,79.0,"University of California, Los Angeles",1947.0,Kansas City,Kansas,1.88,22.351742870076958
791,Wally Anderzunas,201.0,99.0,Creighton University,1946.0,,,2.01,24.504343951882387
792,John Arthurs,193.0,83.0,Tulane University,1947.0,,,1.93,22.28247738194314
793,Johnny Baum,196.0,90.0,Temple University,1946.0,Philadelphia,Pennsylvania,1.96,23.427738442315704
794,Butch Beard,190.0,83.0,University of Louisville,1947.0,Hardinsburg,Kentucky,1.9,22.991689750692522
795,Fred Carter,190.0,83.0,Mount St. Mary's University,1945.0,Philadelphia,Pennsylvania,1.9,22.991689750692522
796,Bob Dandridge,198.0,88.0,Norfolk State University,1947.0,Richmond,Virginia,1.98,22.44668911335578
797,Mike Davis,190.0,83.0,Virginia Union University,1946.0,Brooklyn,New York,1.9,22.991689750692522
798,Dick Garrett,190.0,83.0,Southern Illinois University,1947.0,,,1.9,22.991689750692522
799,Herm Gilliam,190.0,86.0,Purdue University,1946.0,Winston-Salem,North Carolina,1.9,23.822714681440445
800,Bob Greacen,201.0,93.0,Rutgers University,1947.0,,,2.01,23.01923219722285
801,Lamar Green,201.0,95.0,Morehead State University,1947.0,Birmingham,Alabama,2.01,23.514269448776027
802,Connie Hawkins*,203.0,95.0,University of Iowa,1942.0,Brooklyn,New York,2.03,23.053216530369586
803,Brian Heaney,188.0,81.0,Acadia University,1946.0,,,1.88,22.917609778180175
804,Steve Kuberski,203.0,97.0,Bradley University,1947.0,Moline,Illinois,2.03,23.538547404693155
805,Mike Lynn,201.0,97.0,"University of California, Los Angeles",1945.0,Covina,California,2.01,24.009306700329205
806,Willie McCarter,190.0,79.0,Drake University,1946.0,Gary,Indiana,1.9,21.883656509695292
807,Steve Mix,201.0,97.0,University of Toledo,1947.0,Toledo,Ohio,2.01,24.009306700329205
808,Grady O'Malley,196.0,92.0,Manhattan College,1948.0,Boston,Massachusetts,1.96,23.94835485214494
809,Bud Ogden,198.0,97.0,Santa Clara University,1946.0,San Luis Obispo,California,1.98,24.742373227221712
810,Bob Portman,196.0,90.0,Creighton University,1947.0,San Francisco,California,1.96,23.427738442315704
811,Luther Rackley,208.0,99.0,Xavier University,1946.0,Bainbridge,Georgia,2.08,22.882766272189347
812,George Reynolds,193.0,88.0,University of Houston,1947.0,,,1.93,23.624795296518027
813,Rick Roberson,206.0,104.0,University of Cincinnati,1947.0,Memphis,Tennessee,2.06,24.507493637477616
814,Dave Scholz,203.0,99.0,University of Illinois at Urbana-Champaign,1948.0,,,2.03,24.023878279016728
815,Bingo Smith,196.0,86.0,Saint Peter's College,1939.0,,,1.96,22.38650562265723
816,Norm Van,196.0,86.0,,1939.0,,,1.96,22.38650562265723
817,Neal Walk,208.0,99.0,University of Florida,1948.0,Cleveland,Ohio,2.08,22.882766272189347
818,John Warren,190.0,81.0,St. John's University,1947.0,Sparta,Georgia,1.9,22.437673130193907
819,Jo Jo,190.0,81.0,,1947.0,,,1.9,22.437673130193907
820,Bernie Williams,190.0,79.0,La Salle University,1945.0,Washington,District of Columbia,1.9,21.883656509695292
821,Lee Winfield,188.0,78.0,University of North Texas,1947.0,St. Louis,Missouri,1.88,22.068809416025353
822,Don Adams,198.0,95.0,Northwestern University,1947.0,Atlanta,Georgia,1.98,24.232221201918172
823,Tiny Archibald*,185.0,68.0,University of Texas at El Paso,1948.0,New York,New York,1.85,19.86851716581446
824,Bob Arnzen,196.0,92.0,University of Notre Dame,1947.0,Covington,Kentucky,1.96,23.94835485214494
825,Dennis Awtrey,208.0,106.0,Santa Clara University,1948.0,Hollywood,California,2.08,24.500739644970412
826,Moe Barr,193.0,88.0,Duquesne University,1944.0,,,1.93,23.624795296518027
827,Tom Black,208.0,99.0,South Dakota State University,1941.0,,,2.08,22.882766272189347
828,Bob Christian,208.0,115.0,Grambling State University,1946.0,,,2.08,26.58099112426035
829,Jimmy Collins,188.0,79.0,New Mexico State University,1946.0,,,1.88,22.351742870076958
830,Joe Cooke,190.0,79.0,Indiana University,1948.0,,,1.9,21.883656509695292
831,Dave Cowens*,206.0,104.0,Florida State University,1948.0,Newport,Kentucky,2.06,24.507493637477616
832,Pete Cross,206.0,104.0,University of San Francisco,1948.0,,,2.06,24.507493637477616
833,Terry Driscoll,201.0,97.0,Boston College,1947.0,Winthrop,Massachusetts,2.01,24.009306700329205
834,Claude English,193.0,83.0,University of Rhode Island,1946.0,Columbus,Georgia,1.93,22.28247738194314
835,Greg Fillmore,216.0,108.0,Cheyney University of Pennsylvania,1947.0,Philadelphia,Pennsylvania,2.16,23.148148148148145
836,Levi Fontaine,193.0,86.0,University of Maryland Eastern Shore,1948.0,,,1.93,23.087868130688072
837,Jake Ford,190.0,81.0,University of Maryland Eastern Shore,1946.0,,,1.9,22.437673130193907
838,Gary Freeman,206.0,95.0,Oregon State University,1948.0,,,2.06,22.38665284192667
839,Walt Gilmore,198.0,102.0,Fort Valley State University,1947.0,,,1.98,26.017753290480563
840,Spencer Haywood*,203.0,102.0,University of Detroit Mercy,1949.0,Silver City,Mississippi,2.03,24.75187459050208
841,Gar Heard,198.0,99.0,University of Oklahoma,1948.0,Hogansville,Georgia,1.98,25.252525252525253
842,Al Henry,206.0,86.0,University of Wisconsin,1949.0,,,2.06,20.265812046375718
843,A.W. Holt,206.0,86.0,,1949.0,,,2.06,20.265812046375718
844,Greg Howard,206.0,97.0,University of New Mexico,1948.0,Pittsburgh,Pennsylvania,2.06,22.857950796493544
845,John Hummer,206.0,104.0,Princeton University,1948.0,Washington,District of Columbia,2.06,24.507493637477616
846,Greg Hyder,198.0,97.0,Eastern New Mexico University,1948.0,,,1.98,24.742373227221712
847,George Johnson,211.0,111.0,Stephen F. Austin State University,1947.0,Herleton,Texas,2.11,24.932054536061635
848,John Johnson,201.0,90.0,University of Iowa,1947.0,Carthage,Mississippi,2.01,22.276676319893078
849,Earnie Killum,190.0,81.0,Stetson University,1948.0,,,1.9,22.437673130193907
850,Ron Knight,201.0,97.0,"California State University, Los Angeles",1947.0,,,2.01,24.009306700329205
851,Sam Lacey,208.0,106.0,New Mexico State University,1948.0,Indianaola,Mississippi,2.08,24.500739644970412
852,Bob Lanier*,211.0,113.0,St. Bonaventure University,1948.0,Buffalo,New York,2.11,25.3812807439186
853,Pete Maravich*,196.0,89.0,Louisiana State University,1947.0,Aliquippa,Pennsylvania,1.96,23.167430237401085
854,Harvey Marlatt,190.0,83.0,Eastern Michigan University,1948.0,,,1.9,22.991689750692522
855,Eddie Mast,206.0,99.0,Temple University,1948.0,Philadelphia,Pennsylvania,2.06,23.329248751060423
856,Jim McMillian,196.0,97.0,Columbia University,1948.0,Raeford,North Carolina,1.96,25.249895876718035
857,Larry Mikan,201.0,95.0,University of Minnesota,1948.0,,,2.01,23.514269448776027
858,Rex Morgan,196.0,86.0,Jacksonville University,1948.0,Charleston,Illinois,1.96,22.38650562265723
859,Calvin Murphy*,175.0,74.0,Niagara University,1948.0,Norwalk,Connecticut,1.75,24.163265306122447
860,Ralph Ogden,196.0,92.0,Santa Clara University,1948.0,,,1.96,23.94835485214494
861,Curtis Perry,201.0,99.0,Missouri State University,1948.0,Washington,District of Columbia,2.01,24.504343951882387
862,Geoff Petrie,193.0,86.0,Princeton University,1948.0,Darby,Pennsylvania,1.93,23.087868130688072
863,Mike Price,190.0,90.0,University of Illinois at Urbana-Champaign,1948.0,Russellville,Kentucky,1.9,24.930747922437675
864,Bob Riley,206.0,106.0,Mount St. Mary's University,1948.0,,,2.06,24.97879159204449
865,Paul Ruffner,208.0,102.0,Brigham Young University,1948.0,Downey,California,2.08,23.57618343195266
866,Mike Silliman,198.0,102.0,United States Military Academy,1944.0,Louisville,Kentucky,1.98,26.017753290480563
867,Garfield Smith,206.0,106.0,Eastern Kentucky University,1945.0,Campbellsville,Kentucky,2.06,24.97879159204449
868,Dave Sorenson,203.0,102.0,Ohio State University,1948.0,,,2.03,24.75187459050208
869,Dennis Stewart,198.0,99.0,University of Michigan,1947.0,,,1.98,25.252525252525253
870,Bill Stricker,206.0,95.0,University of the Pacific,1948.0,,,2.06,22.38665284192667
871,Gary Suiter,206.0,102.0,Midwestern State University,1945.0,,,2.06,24.036195682910737
872,Fred Taylor,196.0,81.0,University of Texas-Pan American,1948.0,Houston,Texas,1.96,21.084964598084134
873,Joe Thomas,198.0,92.0,Marquette University,1948.0,Canton,Georgia,1.98,23.46699316396286
874,Rudy Tomjanovich,203.0,98.0,University of Michigan,1948.0,Hamtramck,Michigan,2.03,23.78121284185494
875,John Vallely,190.0,83.0,"University of California, Los Angeles",1948.0,,,1.9,22.991689750692522
876,Cornell Warner,206.0,99.0,Jackson State University,1948.0,Jackson,Mississippi,2.06,23.329248751060423
877,Bobby Washington,180.0,79.0,Eastern Kentucky University,1947.0,,,1.8,24.382716049382715
878,Jeff Webb,193.0,77.0,Kansas State University,1948.0,,,1.93,20.671695884453275
879,Herb White,188.0,88.0,University of Georgia,1948.0,,,1.88,24.898143956541425
880,Milt Williams,188.0,82.0,Lincoln University of Missouri,1945.0,Seattle,Washington,1.88,23.20054323223178
881,Willie Williams,201.0,90.0,Florida State University,1946.0,,,2.01,22.276676319893078
882,Marv Winkler,185.0,74.0,University of Louisiana at Lafayette,1948.0,,,1.85,21.62162162162162
883,Gary Zeller,190.0,92.0,Drake University,1947.0,,,1.9,25.48476454293629
884,Bill Zopf,185.0,77.0,Duquesne University,1948.0,,,1.85,22.498173849525198
885,Odis Allison,198.0,88.0,"University of Nevada, Las Vegas",1949.0,,,1.98,22.44668911335578
886,Vic Bartolome,213.0,104.0,Oregon State University,1948.0,,,2.13,22.923141352024516
887,Fred Brown,190.0,82.0,University of Iowa,1948.0,Milwaukee,Wisconsin,1.9,22.714681440443215
888,Austin Carr,193.0,90.0,University of Notre Dame,1948.0,Washington,District of Columbia,1.93,24.161722462347985
889,Sid Catlett,198.0,104.0,University of Notre Dame,1948.0,,,1.98,26.527905315784103
890,Phil Chenier,190.0,81.0,University of California,1950.0,Berkeley,California,1.9,22.437673130193907
891,Jim Cleamons,190.0,83.0,Ohio State University,1949.0,Lincolnton,North Carolina,1.9,22.991689750692522
892,Charlie Davis,188.0,72.0,Wake Forest University,1949.0,New York,New York,1.88,20.37120869171571
893,Jackie Dinkins,196.0,95.0,Voorhees College,1950.0,,,1.96,24.729279466888798
894,Ken Durrett,201.0,86.0,La Salle University,1948.0,Pittsburgh,Pennsylvania,2.01,21.286601816786717
895,Dick Gibbs,196.0,95.0,University of Texas at El Paso,1948.0,Ames,Iowa,1.96,24.729279466888798
896,Clarence Glover,203.0,95.0,Western Kentucky University,1947.0,Horse Cave,Kentucky,2.03,23.053216530369586
897,Jeff Halliburton,196.0,87.0,Drake University,1949.0,,,1.96,22.646813827571847
898,Fred Hilton,190.0,83.0,Grambling State University,1948.0,,,1.9,22.991689750692522
899,Jake Jones,190.0,81.0,Assumption College,1949.0,,,1.9,22.437673130193907
900,Mo Layton,185.0,81.0,University of Southern California,1948.0,Newark,New Jersey,1.85,23.66691015339664
901,Stan Love,206.0,97.0,University of Oregon,1949.0,Los Angeles,California,2.06,22.857950796493544
902,Charlie Lowery,190.0,83.0,University of Puget Sound,1949.0,,,1.9,22.991689750692522
903,Jim Marsh,201.0,97.0,University of Southern California,1946.0,,,2.01,24.009306700329205
904,Jim McDaniels,211.0,103.0,Western Kentucky University,1948.0,Scottsville,Kentucky,2.11,23.13514970463377
905,Gil McGregor,203.0,108.0,Wake Forest University,1949.0,,,2.03,26.20786721347279
906,Kenny McIntosh,201.0,102.0,Eastern Michigan University,1949.0,Detroit,Michigan,2.01,25.246899829212154
907,Cliff Meely,203.0,97.0,University of Colorado,1947.0,Rosedale,Mississippi,2.03,23.538547404693155
908,Dean Meminger,183.0,79.0,Marquette University,1948.0,Walterboro,South Carolina,1.83,23.589835468362743
909,John Mengelt,188.0,88.0,Auburn University,1949.0,Lacrosse,Wisconsin,1.88,24.898143956541425
910,Barry Nelson,208.0,104.0,Duquesne University,1949.0,,,2.08,24.038461538461537
911,Mike Newlin,193.0,90.0,University of Utah,1949.0,Portland,Oregon,1.93,24.161722462347985
912,Willie Norwood,201.0,99.0,Alcorn State University,1947.0,Carrolton,Mississippi,2.01,24.504343951882387
913,Steve Patterson,206.0,102.0,"University of California, Los Angeles",1948.0,Riverside,California,2.06,24.036195682910737
914,Tom Payne,218.0,108.0,University of Kentucky,1950.0,,,2.18,22.72535981819712
915,Howard Porter,203.0,99.0,Villanova University,1948.0,Stuart,Florida,2.03,24.023878279016728
916,Clifford Ray,206.0,104.0,University of Oklahoma,1949.0,Union,South Carolina,2.06,24.507493637477616
917,Jackie Ridgle,193.0,88.0,University of California,1948.0,Altheimer,Arkansas,1.93,23.624795296518027
918,Rich Rinaldi,190.0,88.0,Saint Peter's College,1949.0,,,1.9,24.37673130193906
919,Curtis Rowe,201.0,102.0,"University of California, Los Angeles",1949.0,Bessemer,Alabama,2.01,25.246899829212154
920,Charlie Scott,196.0,79.0,University of North Carolina,1948.0,New York,New York,1.96,20.564348188254897
921,Elmore Smith,213.0,113.0,Kentucky State University,1949.0,Macon,Georgia,2.13,24.906874738257404
922,Randy Smith,190.0,81.0,State University of New York College at Buffalo,1948.0,Bellport,New York,1.9,22.437673130193907
923,William Smith,213.0,99.0,Syracuse University,1949.0,,,2.13,21.821067248561796
924,Larry Steele,196.0,81.0,University of Kentucky,1949.0,Greencastle,Indiana,1.96,21.084964598084134
925,George Trapp,203.0,92.0,"California State University, Long Beach",1948.0,Detroit,Michigan,2.03,22.32522021888423
926,Sidney Wicks,203.0,102.0,"University of California, Los Angeles",1949.0,Los Angeles,California,2.03,24.75187459050208
927,Nate Williams,196.0,97.0,Utah State University,1950.0,Columbia,Louisiana,1.96,25.249895876718035
928,Isaiah Wilson,188.0,79.0,University of Baltimore,1948.0,Philadelphia,Pennsylvania,1.88,22.351742870076958
929,Dave Wohl,188.0,83.0,University of Pennsylvania,1949.0,Flushing,New York,1.88,23.48347668628339
930,Barry Yates,201.0,97.0,University of Maryland,1946.0,,,2.01,24.009306700329205
931,Charlie Yelverton,188.0,86.0,Fordham University,1948.0,,,1.88,24.332277048438208
932,Henry Bibby,185.0,83.0,"University of California, Los Angeles",1949.0,Franklinton,North Carolina,1.85,24.251278305332356
933,Freddie Boyd,188.0,81.0,Oregon State University,1950.0,Bakersfield,California,1.88,22.917609778180175
934,Steve Bracey,185.0,79.0,University of Tulsa,1950.0,Brooklyn,New York,1.85,23.08254200146092
935,John Brisker,196.0,95.0,University of Toledo,1947.0,Detroit,Michigan,1.96,24.729279466888798
936,Roger Brown,196.0,92.0,University of Dayton,1942.0,Brooklyn,New York,1.96,23.94835485214494
937,Corky Calhoun,201.0,95.0,University of Pennsylvania,1950.0,Waukegan,Illinois,2.01,23.514269448776027
938,Bob Davis,201.0,97.0,Weber State University,1950.0,,,2.01,24.009306700329205
939,Dwight Davis,203.0,99.0,University of Houston,1949.0,Houston,Texas,2.03,24.023878279016728
940,Mickey Davis,190.0,83.0,Virginia Union University,1946.0,Brooklyn,New York,1.9,22.991689750692522
941,Charles Dudley,188.0,81.0,University of Washington,1950.0,Harrisburg,Pennsylvania,1.88,22.917609778180175
942,Scott English,198.0,92.0,University of Texas at El Paso,1950.0,Evanston,Illinois,1.98,23.46699316396286
943,Chris Ford,196.0,86.0,Villanova University,1949.0,Atlantic City,New Jersey,1.96,22.38650562265723
944,Harold Fox,188.0,79.0,Jacksonville University,1949.0,,,1.88,22.351742870076958
945,Rowland Garrett,198.0,95.0,Florida State University,1950.0,Canton,Mississippi,1.98,24.232221201918172
946,John Gianelli,208.0,99.0,University of the Pacific,1950.0,Stockton,California,2.08,22.882766272189347
